Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Volume_Change,Price_Range,Intraday_Return
2015-01-05,46.39944104430178,46.56392310108532,45.03123188877428,45.27048110961914,20100600,-0.031044990647972837,-0.03153709814654373,0.5952857142857142,1.5326912123110432,-0.024331326181380494
2015-01-06,45.33777869520229,45.42002116516689,43.62564881781128,44.09667205810547,29074100,-0.025928795602401022,-0.026270872880646706,0.4464294598171199,1.7943723473556048,-0.027374667943936032
2015-01-07,44.77702834653749,44.77702834653749,43.86488892762014,44.1639518737793,23843200,0.001525734540356538,0.0015245717899614278,-0.17991614529770483,0.9121394189173486,-0.013691763285707249
2015-01-08,44.83684627674901,45.53216526743965,44.83684627674901,45.15085983276367,16971100,0.02234645943381519,0.02210043573647031,-0.28822054086699767,0.6953189906906445,0.007003471075473528
2015-01-09,45.39757812605155,45.44991370824351,44.32843205771516,44.365814208984375,15396200,-0.017387168853197132,-0.017540100970541848,-0.09279893465950939,1.1214816505283451,-0.02272728986119841
2015-01-12,44.32096223514367,44.41068283752048,43.56583237029851,43.984519958496094,15455200,-0.008594325547418125,-0.008631469735846537,0.0038321144178432576,0.8448504672219741,-0.007591041793329953
2015-01-13,44.30599880226847,44.63496856592195,43.64058683789697,43.99198532104492,21644700,0.00016972704387518966,0.00016971264187006183,0.40048009731352563,0.9943817280249831,-0.0070873807094372476
2015-01-14,43.99198843080911,43.99198843080911,41.32286224342939,42.47425079345703,49602300,-0.034500250818683464,-0.0351094368947342,1.2916603140722671,2.6691261873797174,-0.03450031906921382
2015-01-15,41.66678816626537,42.32472497574723,40.74717340236925,41.113525390625,42458100,-0.03203647804051779,-0.03256087634177176,-0.1440296115301105,1.5775515733779812,-0.013278267896067576
2015-01-16,40.86678945090237,41.86864646248044,40.85183602063103,41.81631088256836,29368900,0.017093778392052394,0.016949323623578753,-0.3082851093195409,1.0168104418494082,0.02323454923726646
2015-01-20,41.898563778195154,42.16024174305348,41.43501588033768,41.65183639526367,23477700,-0.00393326153917728,-0.003941017155603375,-0.20059314444871956,0.7252258627158028,-0.0058886835414602885
2015-01-21,41.45744431847503,42.18266727420545,41.26305254323337,41.78641128540039,21842400,0.0032309473431049174,0.0032257390482070005,-0.06965333060734225,0.9196147309720786,0.007935051770153708
2015-01-22,42.15276138019299,43.16209381128856,41.83874500807012,43.05742263793945,31423500,0.030416858338422115,0.02996343719919656,0.4386468519942863,1.3233488032184368,0.021461494529076083
2015-01-23,43.15461746492356,43.26676392559162,42.36210268998866,42.37705612182617,15458300,-0.015801375800737927,-0.01592754843859445,-0.5080656196795392,0.9046612356029584,-0.018018033498487098
2015-01-26,42.17519887946046,42.60883994738017,42.01819208676242,42.44435501098633,12577700,0.0015880973177251345,0.0015868376246802641,-0.1863464934695277,0.5906478606177501,0.006381858027395066
2015-01-27,41.90602392930818,42.32471137389359,41.6892034927153,42.01817321777344,15220500,-0.010040953457829183,-0.01009170383826511,0.21011790708953137,0.6355078811782917,0.0026762092403335627
2015-01-28,42.33219508469513,42.37705537942175,40.93408203125,40.93408203125,24354400,-0.02580053113934222,-0.026139202815491328,0.6001051213823463,1.4429733481717477,-0.03302718062807488
2015-01-29,41.32287283473829,41.786417919011015,40.88175647729413,41.62193298339844,20393300,0.01680386900146713,0.016664245962055145,-0.1626441218013993,0.9046614417168826,0.0072371577323815635
2015-01-30,41.1135174636232,41.49481995969104,40.64996967364238,40.657447814941406,26943700,-0.023172522257477346,-0.02344522621425555,0.3212035325327436,0.8448502860486613,-0.011092936747270916
2015-02-02,40.76958853115361,41.60696341019446,40.575199665850285,41.47238540649414,20308900,0.020043992806977107,0.019845756569017985,-0.24624680351993233,1.0317637443441754,0.01723826265265095
2015-02-03,41.80136970856851,42.45182842967434,41.77146283925706,42.4069709777832,18812500,0.022535129391007214,0.022284964717276298,-0.07368198179123442,0.6803655904172814,0.01448759390988468
2015-02-04,42.10790687861208,42.66864782907522,42.07800001008916,42.15276718139648,14934100,-0.0059943870199996585,-0.006012425480339131,-0.20616079734219273,0.5906478189860564,0.0010653652985821071
2015-02-05,42.5116440438678,42.64622210963073,42.21258104171101,42.44435501098633,11293900,0.006917406592432229,0.006893591100001611,-0.2437508788611299,0.4336410679197158,-0.0015828376999965754
2015-02-06,43.17705944891759,43.909760721559145,43.02005264451076,43.28173065185547,25214000,0.01972878703545833,0.0195366968765437,1.2325326060970965,0.8897080770483825,0.0024242318553841114
